Date,game_id,game_pk,pitcher_name,retroID_pitcher,fangraphsID_pitcher,mlbID_pitcher,brefID_pitcher,fgTeam_pitcher,mlbTeam_pitcher,fgTeam_batter,mlbTeam_batter,GS,W,L,SV,HLD,IP,TBF,H,R,ER,HR,BB,SO,BABIP,ERA,FIP,xFIP,Hper9,HRper9,Kper9,BBper9,Innings,Year,balls,strikes,cluster,classified
7/22/2017,COL201707220,491556,Chad Kuhl,kuhlc001,14975,641771,kuhlch01,PIT,PIT,COL,COL,1,0,1,0,0,6,27,9,4,4,0,1,4,0.409,6,2.32,4.1,13.5,0,6,1.5,6,2017,44,62,2,Bad Start
8/3/2017,COL201708030,491716,German Marquez,marqg001,15038,608566,marquge01,COL,COL,NYM,NYM,1,0,0,0,0,6,27,6,3,3,1,3,5,0.278,4.5,5.16,5.96,9,1.5,7.5,4.5,6,2017,35,62,2,Bad Start
8/6/2017,COL201708060,491762,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,COL,COL,1,0,0,0,0,7,29,6,2,2,0,2,7,0.3,2.57,2.01,4.05,7.71,0,9,2.57,7,2017,36,67,1,Good Start
8/14/2017,COL201708140,491863,Julio Teheran,tehej001,6797,527054,teherju01,ATL,ATL,COL,COL,1,0,0,0,0,7,27,4,0,0,0,3,8,0.25,0,2.16,4.19,5.14,0,10.29,3.86,7,2017,36,74,1,Good Start
8/19/2017,COL201708190,491935,Chad Bettis,bettc001,10587,518452,bettich01,COL,COL,MIL,MIL,1,0,0,0,0,7,29,8,3,3,1,1,6,0.333,3.86,3.73,3.9,10.29,1.29,7.71,1.29,7,2017,28,64,1,Good Start
6/14/2017,TOR201706140,491088,Francisco Liriano,lirif001,3201,434538,liriafr01,TOR,TOR,TBR,TB,1,0,0,0,0,7,29,5,3,2,0,2,9,0.278,2.57,1.44,3.22,6.43,0,11.57,2.57,7,2017,40,60,1,Good Start
7/24/2017,TOR201707240,491587,Chris Smith,smitc002,4544,434672,smithch08,OAK,OAK,TOR,TOR,1,0,1,0,0,6,27,6,3,3,1,3,2,0.238,4.5,6.16,7.25,9,1.5,3,4.5,6,2017,39,57,2,Bad Start
8/12/2017,TOR201708120,491845,Trevor Williams,willt002,16977,592866,willitr01,PIT,PIT,TOR,TOR,1,0,1,0,0,6,28,4,4,3,0,4,7,0.267,4.5,3.82,5.31,6,0,10.5,6,6,2017,35,60,2,Bad Start
8/14/2017,TOR201708140,491872,Nick Tepesch,tepen001,11716,519344,tepesni01,TOR,TOR,TBR,TB,1,1,0,0,0,6,27,4,1,1,1,3,0,0.143,1.5,7.82,8.92,6,1.5,0,4.5,6,2017,36,60,1,Good Start
8/27/2017,TOR201708270,492045,Kyle Gibson,gibsk002,10123,502043,gibsoky01,MIN,MIN,TOR,TOR,1,1,0,0,0,6.2,27,7,2,2,1,1,7,0.333,2.7,3.46,2.84,9.45,1.35,9.45,1.35,6.67,2017,40,68,1,Good Start
4/7/2017,DET201704070,490149,Steven Wright,wrigs001,8185,453214,wrighst01,BOS,BOS,DET,DET,1,0,0,0,0,6.2,27,7,4,4,1,3,4,0.333,5.4,5.71,4.82,9.45,1.35,5.4,4.05,6.67,2017,36,57,2,Bad Start
4/27/2017,DET201704270,490427,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,SEA,SEA,1,0,0,0,0,7,27,5,1,0,0,2,8,0.294,0,1.73,4.27,6.43,0,10.29,2.57,7,2017,40,79,1,Good Start
4/28/2017,DET201704280,490433,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,CHW,CWS,1,0,0,0,0,7,29,7,3,3,2,2,5,0.25,3.86,6.3,5.38,9,2.57,6.43,2.57,7,2017,27,70,1,Good Start
5/2/2017,DET201705020,490489,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,CLE,CLE,1,1,0,0,0,7,29,4,2,2,0,4,5,0.2,2.57,3.44,6.75,5.14,0,6.43,5.14,7,2017,50,68,1,Good Start
5/3/2017,DET201705030,490504,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,CLE,CLE,1,0,1,0,0,7.2,31,5,3,3,0,3,4,0.208,3.52,3.29,5.38,5.87,0,4.7,3.52,7.67,2017,36,66,1,Good Start
5/20/2017,DET201705200,490745,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,TEX,TEX,1,1,0,0,0,7,27,4,3,3,1,1,5,0.158,3.86,4.44,5.64,5.14,1.29,6.43,1.29,7,2017,40,69,1,Good Start
5/21/2017,DET201705210,490760,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,TEX,TEX,1,0,1,0,0,5.1,28,12,4,4,2,0,3,0.435,6.75,6.91,4.37,20.25,3.38,5.06,0,5.33,2017,34,68,2,Bad Start
6/27/2017,DET201706270,491254,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,KCR,KC,1,1,0,0,0,7,30,9,3,3,0,1,6,0.391,3.86,1.87,3.4,11.57,0,7.71,1.29,7,2017,30,81,1,Good Start
7/24/2017,DET201707240,491583,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,KCR,KC,1,0,0,0,0,7,28,5,3,3,1,2,9,0.25,3.86,3.3,3.22,6.43,1.29,11.57,2.57,7,2017,42,77,1,Good Start
7/29/2017,DET201707290,491649,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,HOU,HOU,1,1,0,0,0,7.1,28,8,3,3,1,0,5,0.318,3.68,3.57,4.7,9.82,1.23,6.14,0,7.33,2017,23,59,1,Good Start
8/9/2017,DET201708090,491802,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,PIT,PIT,1,1,0,0,0,8,29,1,0,0,0,3,6,0.053,0,3.16,5.16,1.12,0,6.75,3.38,8,2017,38,75,1,Good Start
8/9/2017,DET201708090,491802,Ivan Nova,novai001,1994,467100,novaiv01,PIT,PIT,DET,DET,1,0,1,0,0,6.1,31,10,6,6,1,2,5,0.409,8.53,5.05,4.97,14.21,1.42,7.11,2.84,6.33,2017,30,68,2,Bad Start
8/10/2017,DET201708100,491816,Gerrit Cole,coleg001,13125,543037,colege01,PIT,PIT,DET,DET,1,1,0,0,0,8,29,6,3,3,1,1,7,0.25,3.38,3.41,3.78,6.75,1.12,7.88,1.12,8,2017,29,73,1,Good Start
8/13/2017,DET201708130,491858,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,MIN,MIN,1,0,0,0,0,5.2,27,6,4,4,2,3,5,0.25,6.35,8.1,6.02,9.53,3.18,7.94,4.76,5.67,2017,44,67,2,Bad Start
8/20/2017,DET201708200,491948,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,LAD,LAD,1,1,0,0,0,8,27,2,1,1,1,1,9,0.063,1.13,2.91,3.51,2.25,1.12,10.12,1.12,8,2017,36,76,1,Good Start
9/14/2017,DET201709140,492286,James Shields,shiej002,7059,448306,shielja02,CHW,CWS,DET,DET,1,1,0,0,0,6,28,9,4,4,3,1,7,0.353,6,7.82,3.99,13.5,4.5,10.5,1.5,6,2017,32,71,2,Bad Start
9/16/2017,DET201709160,492314,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,DET,DET,1,1,0,0,0,7,30,7,4,4,0,2,1,0.259,5.14,3.73,7.79,9,0,1.29,2.57,7,2017,34,63,1,Good Start
9/17/2017,DET201709170,492329,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,CHW,CWS,1,1,0,0,0,9,29,1,0,0,0,1,5,0.043,0,2.38,4.75,1,0,5,1,9,2017,45,76,1,Good Start
9/20/2017,DET201709200,492374,Daniel Mengden,mengd001,16980,596043,mengdda01,OAK,OAK,DET,DET,1,1,0,0,0,7,28,7,0,0,0,0,4,0.292,0,2.01,4.81,9,0,5.14,0,7,2017,39,67,1,Good Start
9/23/2017,DET201709230,492411,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,MIN,MIN,1,0,0,0,0,6.2,27,4,2,1,0,2,6,0.222,1.35,2.71,4.84,5.4,0,8.1,2.7,6.67,2017,35,65,1,Good Start
4/16/2017,KCA201704160,490276,Ian Kennedy,kenni001,6986,453178,kenneia01,KCR,KC,LAA,LAA,1,0,0,0,0,8,27,2,0,0,0,2,10,0.133,0,1.41,2.52,2.25,0,11.25,2.25,8,2017,44,67,1,Good Start
4/16/2017,KCA201704160,490276,Tyler Skaggs,skagt001,10190,572140,skaggty01,LAA,LAA,KCR,KC,1,0,0,0,0,7,27,4,0,0,0,2,9,0.25,0,1.44,2.97,5.14,0,11.57,2.57,7,2017,31,72,1,Good Start
4/30/2017,KCA201704300,490467,Phil Hughes,hughp001,7450,461833,hugheph01,MIN,MIN,KCR,KC,1,1,0,0,0,5.2,27,10,4,4,1,0,4,0.409,6.35,4.04,5.83,15.88,1.59,6.35,0,5.67,2017,25,65,2,Bad Start
5/2/2017,KCA201705020,490488,Jose Quintana,quinj001,11423,500779,quintjo01,CHW,CWS,KCR,KC,1,1,0,0,0,8,29,4,0,0,0,2,7,0.2,0,2.16,3.49,4.5,0,7.88,2.25,8,2017,37,65,1,Good Start
5/30/2017,KCA201705300,490879,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,KCR,KC,1,0,1,0,0,7,27,6,1,1,0,1,5,0.286,1.29,2.16,3.17,7.71,0,6.43,1.29,7,2017,36,80,1,Good Start
7/14/2017,KCA201707140,491447,Martin Perez,perem004,6902,527048,perezma02,TEX,TEX,KCR,KC,1,1,0,0,0,7,27,8,3,3,1,1,1,0.292,3.86,5.16,4.83,10.29,1.29,1.29,1.29,7,2017,35,54,2,Bad Start
7/18/2017,KCA201707180,491496,Matt Boyd,boydm001,15440,571510,boydma01,DET,DET,KCR,KC,1,1,0,0,0,6,27,7,3,3,0,1,3,0.318,4.5,3.16,5.83,10.5,0,4.5,1.5,6,2017,28,59,2,Bad Start
7/19/2017,KCA201707190,491511,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,KCR,KC,1,0,0,0,0,7,27,6,2,2,1,1,8,0.294,2.57,3.16,3.33,7.71,1.29,10.29,1.29,7,2017,29,78,1,Good Start
9/7/2017,KCA201709070,492198,Kyle Gibson,gibsk002,10123,502043,gibsoky01,MIN,MIN,KCR,KC,1,0,0,0,0,7,27,8,2,2,0,1,0,0.32,2.57,4.01,5.29,10.29,0,0,1.29,7,2017,37,58,1,Good Start
4/9/2017,PHI201704090,490192,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,PHI,PHI,1,0,0,0,0,7,28,5,3,3,0,3,8,0.294,3.86,2.16,3.43,6.43,0,10.29,3.86,7,2017,36,69,1,Good Start
4/10/2017,PHI201704100,490198,Jerad Eickhoff,eickj001,12664,595191,eickhje01,PHI,PHI,NYM,NYM,1,0,0,0,0,7,27,3,2,1,1,4,7,0.133,1.29,4.73,6.18,3.86,1.29,9,5.14,7,2017,35,59,1,Good Start
5/6/2017,PHI201705060,490558,Vince Velasquez,velav001,11189,592826,velasvi01,PHI,PHI,WSN,WSH,1,0,1,0,0,7,28,7,6,6,2,0,8,0.278,7.71,4.59,3.16,9,2.57,10.29,0,7,2017,29,71,1,Good Start
5/10/2017,PHI201705100,490610,Zach Eflin,efliz001,13774,621107,eflinza01,PHI,PHI,SEA,SEA,1,0,0,0,0,6,29,9,3,3,1,1,5,0.381,4.5,4.66,4.27,13.5,1.5,7.5,1.5,6,2017,35,71,2,Bad Start
5/23/2017,PHI201705230,490774,Zach Eflin,efliz001,13774,621107,eflinza01,PHI,PHI,COL,COL,1,0,1,0,0,6,27,10,8,8,3,2,4,0.389,12,9.32,4.31,15,4.5,6,3,6,2017,35,67,2,Bad Start
5/23/2017,PHI201705230,490774,German Marquez,marqg001,15038,608566,marquge01,COL,COL,PHI,PHI,1,1,0,0,0,6,28,7,1,1,0,3,6,0.389,1.5,3.16,5.83,10.5,0,9,4.5,6,2017,34,59,2,Bad Start
6/16/2017,PHI201706160,491100,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,ARI,ARI,1,0,1,0,0,6,29,9,5,5,1,2,6,0.4,7.5,4.32,3.05,13.5,1.5,9,3,6,2017,40,66,2,Bad Start
6/18/2017,PHI201706180,491130,Ben Lively,liveb001,14932,594902,livelbe01,PHI,PHI,ARI,ARI,1,0,0,0,0,6,27,8,3,3,2,1,6,0.333,4.5,5.99,3.44,12,3,9,1.5,6,2017,36,71,2,Bad Start
6/22/2017,PHI201706220,491196,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,STL,STL,1,1,0,0,0,7.1,28,4,1,1,1,2,8,0.176,1.23,3.57,3.25,4.91,1.23,9.82,2.45,7.33,2017,33,74,1,Good Start
7/3/2017,PHI201707030,491346,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,PIT,PIT,1,1,0,0,0,7,27,4,0,0,0,1,8,0.222,0,1.3,2.57,5.14,0,10.29,1.29,7,2017,30,69,1,Good Start
7/7/2017,PHI201707070,491403,Nick Pivetta,piven001,15454,601713,pivetni01,PHI,PHI,SDP,SD,1,0,0,0,0,7,27,5,3,3,3,0,9,0.143,3.86,6.59,4.57,6.43,3.86,11.57,0,7,2017,24,75,1,Good Start
7/8/2017,PHI201707080,491418,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,SDP,SD,1,0,1,0,0,8,30,4,2,2,0,2,9,0.211,2.25,1.66,2.99,4.5,0,10.12,2.25,8,2017,32,79,1,Good Start
7/30/2017,PHI201707300,491658,R. A. Dickey,dickr001,1245,285079,dicker.01,ATL,ATL,PHI,PHI,1,0,0,0,0,7,29,6,1,0,0,3,8,0.333,0,2.16,2.67,7.71,0,10.29,3.86,7,2017,45,70,1,Good Start
8/11/2017,PHI201708110,491829,Seth Lugo,lugos001,12447,607625,lugose01,NYM,NYM,PHI,PHI,1,0,0,0,0,5.1,28,8,5,5,0,4,8,0.5,8.44,2.41,4.08,13.5,0,13.5,6.75,5.33,2017,37,77,2,Bad Start
8/24/2017,PHI201708240,492001,Jake Thompson,thomj007,14371,622097,thompja03,PHI,PHI,MIA,MIA,1,0,0,0,0,5,27,7,5,5,2,4,4,0.333,9,10.36,8,12.6,3.6,7.2,7.2,5,2017,40,48,2,Bad Start
8/28/2017,PHI201708280,492053,Lucas Sims,simsl001,13470,608371,simslu01,ATL,ATL,PHI,PHI,1,0,1,0,0,6.1,28,8,4,4,1,1,7,0.368,5.68,3.47,3.95,11.37,1.42,9.95,1.42,6.33,2017,28,71,2,Bad Start
9/12/2017,PHI201709120,492262,Dillon Peters,peted001,18790,596071,peterdi01,MIA,MIA,PHI,PHI,1,0,0,0,0,6,28,6,2,2,0,4,4,0.333,3,4.82,5.42,9,0,6,6,6,2017,36,60,2,Bad Start
9/13/2017,PHI201709130,492277,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,MIA,MIA,1,1,0,0,0,7,27,4,1,1,1,2,11,0.231,1.29,2.73,2.14,5.14,1.29,14.14,2.57,7,2017,31,66,1,Good Start
9/13/2017,PHI201709130,492277,Dan Straily,strad003,9460,573185,straida01,MIA,MIA,PHI,PHI,1,0,1,0,0,6,32,13,8,8,2,1,5,0.458,12,6.32,5.55,19.5,3,7.5,1.5,6,2017,31,61,2,Bad Start
9/15/2017,PHI201709150,492304,Daniel Mengden,mengd001,16980,596043,mengdda01,OAK,OAK,PHI,PHI,1,1,0,0,0,9,28,2,0,0,0,0,7,0.095,0,1.6,2.39,2,0,7,0,9,2017,44,74,1,Good Start
9/19/2017,PHI201709190,492355,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,LAD,LAD,1,1,0,0,0,7,27,5,2,2,1,2,8,0.25,2.57,3.59,3,6.43,1.29,10.29,2.57,7,2017,30,64,1,Good Start
4/20/2017,SDN201704200,490325,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,ARI,ARI,1,1,0,0,0,6.2,28,9,1,1,0,0,8,0.45,1.35,0.76,1.82,12.15,0,10.8,0,6.67,2017,26,71,1,Good Start
5/9/2017,SDN201705090,490596,A. J. Griffin,grifa002,11132,456167,griffaj01,TEX,TEX,SDP,SD,1,1,0,0,0,9,30,4,0,0,0,1,4,0.16,0,2.6,5.37,4,0,4,1,9,2017,33,71,1,Good Start
5/16/2017,SDN201705160,490685,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,MIL,MIL,1,0,1,0,0,6,28,10,6,6,0,0,7,0.476,9,0.82,2.01,15,0,10.5,0,6,2017,25,70,2,Bad Start
5/21/2017,SDN201705210,490748,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,ARI,ARI,1,1,0,0,0,9,32,5,1,1,1,0,6,0.16,1,3.27,3.21,5,1,6,0,9,2017,31,65,1,Good Start
5/21/2017,SDN201705210,490748,Zack Godley,godlz001,14862,643327,godleza01,ARI,ARI,SDP,SD,1,0,1,0,0,7,27,8,3,3,1,1,1,0.292,3.86,5.16,5.33,10.29,1.29,1.29,1.29,7,2017,29,60,2,Bad Start
6/2/2017,SDN201706020,490917,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,COL,COL,1,1,0,0,0,5.2,28,10,4,3,0,0,3,0.417,4.76,2.63,3.88,15.88,0,4.76,0,5.67,2017,36,70,2,Bad Start
6/13/2017,SDN201706130,491064,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,CIN,CIN,1,1,0,0,0,8.2,36,8,2,2,0,2,6,0.296,2.08,2.81,4.04,8.31,0,6.23,2.08,8.67,2017,44,83,1,Good Start
7/14/2017,SDN201707140,491443,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,SFG,SF,1,0,1,0,0,5.2,28,11,4,4,0,2,4,0.5,6.35,2.8,4.06,17.47,0,6.35,3.18,5.67,2017,32,62,2,Bad Start
7/30/2017,SDN201707300,491669,Gerrit Cole,coleg001,13125,543037,colege01,PIT,PIT,SDP,SD,1,1,0,0,0,7,28,5,1,1,1,2,8,0.25,1.29,4.01,4.7,6.43,1.29,10.29,2.57,7,2017,36,60,1,Good Start
8/16/2017,SDN201708160,491898,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,PHI,PHI,1,1,0,0,0,9,32,3,0,0,0,1,6,0.12,0,2.16,2.75,3,0,6,1,9,2017,42,72,1,Good Start
8/19/2017,SDN201708190,491942,Travis Wood,woodt004,9884,475243,woodtr01,SDP,SD,WSN,WSH,1,1,0,0,0,7,27,3,1,0,0,2,2,0.13,0,3.44,6.75,3.86,0,2.57,2.57,7,2017,32,69,1,Good Start
8/20/2017,SDN201708200,491957,Gio Gonzalez,gonzg003,7448,461829,gonzagi01,WSN,WSH,SDP,SD,1,1,0,0,0,6.2,28,5,1,0,0,1,8,0.263,0,1.21,3.61,6.75,0,10.8,1.35,6.67,2017,47,74,1,Good Start
9/7/2017,SDN201709070,492200,Lance Lynn,lynnl001,2520,458681,lynnla01,STL,STL,SDP,SD,1,0,1,0,0,6,28,6,1,1,0,3,3,0.286,1.5,4.16,5.64,9,0,4.5,4.5,6,2017,52,66,2,Bad Start
9/21/2017,SDN201709210,492381,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,COL,COL,1,1,0,0,0,7.1,28,7,0,0,0,1,8,0.368,0,1.38,1.87,8.59,0,9.82,1.23,7.33,2017,33,69,1,Good Start
4/16/2017,CLE201704160,490274,Carlos Carrasco,carrc003,6632,471911,carraca01,CLE,CLE,DET,DET,1,0,1,0,0,6.2,27,4,2,2,1,5,5,0.188,2.7,5.86,5.24,5.4,1.35,6.75,6.75,6.67,2017,43,59,1,Good Start
4/28/2017,CLE201704280,490443,Carlos Carrasco,carrc003,6632,471911,carraca01,CLE,CLE,SEA,SEA,1,0,1,0,0,8,28,6,3,3,2,0,7,0.211,3.38,4.66,3.63,6.75,2.25,7.88,0,8,2017,31,75,1,Good Start
5/28/2017,CLE201705280,490850,Josh Tomlin,tomlj001,9388,458708,tomlijo01,CLE,CLE,KCR,KC,1,1,0,0,0,9,32,6,1,1,1,0,3,0.179,1,3.94,4.47,6,1,3,0,9,2017,32,79,1,Good Start
7/7/2017,CLE201707070,491394,Carlos Carrasco,carrc003,6632,471911,carraca01,CLE,CLE,DET,DET,1,1,0,0,0,7,27,9,2,2,0,1,11,0.6,2.57,0.44,0.95,11.57,0,14.14,1.29,7,2017,26,71,2,Bad Start
7/8/2017,CLE201707080,491409,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,CLE,CLE,1,0,1,0,0,6.2,30,6,1,1,0,4,6,0.3,1.35,3.16,5.03,8.1,0,8.1,5.4,6.67,2017,46,69,1,Good Start
8/5/2017,CLE201708050,491745,Danny Salazar,salad001,5867,517593,salazda01,CLE,CLE,NYY,NYY,1,0,0,0,0,7,27,4,1,1,0,3,12,0.333,1.29,1.01,2.03,5.14,0,15.43,3.86,7,2017,41,71,1,Good Start
9/28/2017,CLE201709280,492480,Carlos Carrasco,carrc003,6632,471911,carraca01,CLE,CLE,MIN,MIN,1,1,0,0,0,8.1,31,6,0,0,0,1,14,0.375,0,0.16,0.8,6.48,0,15.12,1.08,8.33,2017,33,79,1,Good Start
4/14/2017,SEA201704140,490254,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,TEX,TEX,1,1,0,0,0,7.1,28,6,1,1,0,0,3,0.25,1.23,2.75,4.2,7.36,0,3.68,0,7.33,2017,26,63,1,Good Start
4/19/2017,SEA201704190,490318,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,MIA,MIA,1,1,0,0,0,6.1,30,12,4,4,2,1,5,0.476,5.68,6.63,3.65,17.05,2.84,7.11,1.42,6.33,2017,34,65,2,Bad Start
5/6/2017,SEA201705060,490556,Martin Perez,perem004,6902,527048,perezma02,TEX,TEX,SEA,SEA,1,0,1,0,0,6,27,8,3,2,0,0,5,0.364,3,1.49,3.27,12,0,7.5,0,6,2017,36,63,2,Bad Start
5/16/2017,SEA201705160,490688,Chase De Jong,dejoc001,15036,608328,dejonch01,SEA,SEA,OAK,OAK,1,0,0,0,0,6,28,7,4,4,1,3,4,0.3,6,5.49,5.99,10.5,1.5,6,4.5,6,2017,39,59,2,Bad Start
5/19/2017,SEA201705190,490720,Jose Quintana,quinj001,11423,500779,quintjo01,CHW,CWS,SEA,SEA,1,0,0,0,0,8,27,1,1,1,0,1,7,0.053,1.13,1.78,3.78,1.12,0,7.88,1.12,8,2017,35,64,1,Good Start
6/1/2017,SEA201706010,490906,Kyle Freeland,freek001,16256,607536,freelky01,COL,COL,SEA,SEA,1,1,0,0,0,6,27,6,2,2,1,2,3,0.278,3,6.82,7.03,9,1.5,4.5,3,6,2017,31,61,2,Bad Start
6/2/2017,SEA201706020,490925,Christian Bergman,bergc001,10925,548357,bergmch01,SEA,SEA,TBR,TB,1,1,0,0,0,6,27,7,2,2,2,2,6,0.294,3,6.49,4.83,10.5,3,9,3,6,2017,39,66,2,Bad Start
6/27/2017,SEA201706270,491261,James Paxton,paxtj001,11828,572020,paxtoja01,SEA,SEA,PHI,PHI,1,0,1,0,0,7,27,4,3,3,1,3,9,0.214,3.86,3.73,3.14,5.14,1.29,11.57,3.86,7,2017,31,66,1,Good Start
6/27/2017,SEA201706270,491261,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,SEA,SEA,1,1,0,0,0,7,28,5,2,2,1,4,9,0.286,2.57,4.16,3.57,6.43,1.29,11.57,5.14,7,2017,46,67,1,Good Start
7/4/2017,SEA201707040,491354,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,KCR,KC,1,0,1,0,0,6,29,6,6,5,2,4,5,0.222,7.5,7.82,5.86,9,3,7.5,6,6,2017,38,59,2,Bad Start
7/6/2017,SEA201707060,491385,Paul Blackburn,blacp001,14739,621112,blackpa01,OAK,OAK,SEA,SEA,1,1,0,0,0,7.2,28,8,1,1,1,1,0,0.269,1.17,5.24,5.87,9.39,1.17,0,1.17,7.67,2017,43,61,1,Good Start
9/21/2017,SEA201709210,492387,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,SEA,SEA,1,1,0,0,0,8,28,3,1,1,1,2,8,0.118,1.13,3.53,3.69,3.38,1.12,9,2.25,8,2017,40,68,1,Good Start
4/8/2017,ANA201704080,490175,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,LAA,LAA,1,0,0,0,0,6,27,10,3,3,1,0,6,0.45,4.5,3.32,2.64,15,1.5,9,0,6,2017,29,71,2,Bad Start
4/11/2017,ANA201704110,490214,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,LAA,LAA,1,0,0,0,0,7,29,4,1,1,1,4,5,0.167,1.29,5.73,5.4,5.14,1.29,6.43,5.14,7,2017,49,51,1,Good Start
5/14/2017,ANA201705140,490658,Justin Verlander,verlj001,8700,434378,verlaju01,DET,DET,LAA,LAA,1,0,1,0,0,6,29,5,4,4,2,5,7,0.214,6,8.16,6.2,7.5,3,10.5,7.5,6,2017,38,68,2,Bad Start
5/17/2017,ANA201705170,490694,Matt Shoemaker,shoem001,4776,533167,shoemma01,LAA,LAA,CHW,CWS,1,1,0,0,0,6.1,27,9,4,3,1,1,9,0.5,4.26,2.84,2.47,12.79,1.42,12.79,1.42,6.33,2017,26,64,2,Bad Start
5/29/2017,ANA201705290,490860,Julio Teheran,tehej001,6797,527054,teherju01,ATL,ATL,LAA,LAA,1,1,0,0,0,6.1,27,6,3,3,3,1,5,0.176,4.26,8.68,5.05,8.53,4.26,7.11,1.42,6.33,2017,30,61,2,Bad Start
6/13/2017,ANA201706130,491069,J. C. Ramirez,ramij002,8302,500724,ramirjc01,LAA,LAA,NYY,NYY,1,0,0,0,0,6.2,29,5,2,2,1,3,7,0.222,2.7,4.36,4.01,6.75,1.35,9.45,4.05,6.67,2017,43,68,1,Good Start
8/2/2017,ANA201708020,491705,J. C. Ramirez,ramij002,8302,500724,ramirjc01,LAA,LAA,PHI,PHI,1,1,0,0,0,8,30,6,0,0,0,2,3,0.24,0,3.16,4.94,6.75,0,3.38,2.25,8,2017,41,62,1,Good Start
8/7/2017,ANA201708070,491769,J. C. Ramirez,ramij002,8302,500724,ramirjc01,LAA,LAA,BAL,BAL,1,0,1,0,0,7,30,8,6,6,1,2,2,0.292,7.71,5.73,5.65,10.29,1.29,2.57,2.57,7,2017,26,64,2,Bad Start
8/21/2017,ANA201708210,491965,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,LAA,LAA,1,1,0,0,0,7,27,3,2,2,0,2,3,0.143,2.57,3.59,5.37,3.86,0,3.86,2.57,7,2017,32,60,1,Good Start
8/24/2017,ANA201708240,492005,Martin Perez,perem004,6902,527048,perezma02,TEX,TEX,LAA,LAA,1,1,0,0,0,7,27,7,0,0,0,0,3,0.292,0,2.3,3.32,9,0,3.86,0,7,2017,26,73,1,Good Start
8/28/2017,ANA201708280,492058,Daniel Gossett,gossd001,16164,605254,gosseda01,OAK,OAK,LAA,LAA,1,0,1,0,0,6.2,29,9,3,2,0,1,6,0.409,2.7,1.81,3.14,12.15,0,8.1,1.35,6.67,2017,36,67,1,Good Start
9/16/2017,ANA201709160,492324,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,LAA,LAA,1,0,1,0,0,7.1,29,4,2,2,2,4,5,0.111,2.45,6.98,5.86,4.91,2.45,6.14,4.91,7.33,2017,39,66,1,Good Start
4/17/2017,BOS201704170,490293,Steven Wright,wrigs001,8185,453214,wrighst01,BOS,BOS,TBR,TB,1,1,0,0,0,6,27,9,3,1,0,1,4,0.409,1.5,2.32,4.4,13.5,0,6,1.5,6,2017,34,64,2,Bad Start
